# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AT4G03865	AT4G03865	AT4G03865.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03870	AT4G03870	AT4G03870.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G03912	AT4G03912	AT4G03912.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03913	AT4G03913	AT4G03913.1	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03914	AT4G03914	AT4G03914.1	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03916	AT4G03916	AT4G03916.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G03920	AT4G03920	AT4G03920.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G03935	AT4G03935	AT4G03935.1	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03940	AT4G03940	AT4G03940.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G03945	AT4G03945	AT4G03945.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03945	AT4G03945	AT4G03945.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03950	AT4G03950	AT4G03950.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G03980	AT4G03980	AT4G03980.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G03990	AT4G03990	AT4G03990.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04150	AT4G04150	AT4G04150.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G04155	AT4G04155	AT4G04155.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G04157	AT4G04157	AT4G04157.1		0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	2
AT4G04165	AT4G04165	AT4G04165.1		0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	3
AT4G04167	AT4G04167	AT4G04167.1		0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	3
AT4G04170	AT4G04170	AT4G04170.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
AT4G04245	AT4G04245	AT4G04245.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G04250	AT4G04250	AT4G04250.1	pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G04255	AT4G04255	AT4G04255.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G04260	AT4G04260	AT4G04260.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04270	AT4G04270	AT4G04270.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G04273	AT4G04273	AT4G04273.1		0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	1
AT4G04276	AT4G04276	AT4G04276.1		0	0	0	21	0	0	0	21	0	0	0	0	0	0	0	0	0
AT4G04280	AT4G04280	AT4G04280.1		0	0	0	21	0	0	0	0	0	0	21	0	0	0	0	0	0
AT4G04290	AT4G04290	AT4G04290.1		0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21
AT4G04300	AT4G04300	AT4G04300.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04310	AT4G04310	AT4G04310.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G04313	AT4G04313	AT4G04313.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G04315	AT4G04315	AT4G04315.1	lincRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G04316	AT4G04316	AT4G04316.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04320	AT4G04320	AT4G04320.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G04320	AT4G04320	AT4G04320.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G04330	AT4G04330	AT4G04330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04360	AT4G04360	AT4G04360.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G04375	AT4G04375	AT4G04375.1	pseudogene	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
AT4G04380	AT4G04380	AT4G04380.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G04390	AT4G04390	AT4G04390.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G04404	AT4G04404	AT4G04404.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G04405	AT4G04405	AT4G04405.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G04407	AT4G04407	AT4G04407.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G04520	AT4G04520	AT4G04520.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04525	AT4G04525	AT4G04525.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04530	AT4G04530	AT4G04530.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04545	AT4G04545	AT4G04545.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04547	AT4G04547	AT4G04547.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04550	AT4G04550	AT4G04550.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G04560	AT4G04560	AT4G04560.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04580	AT4G04580	AT4G04580.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04590	AT4G04590	AT4G04590.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G04600	AT4G04600	AT4G04600.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04632	AT4G04632	AT4G04632.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04670	AT4G04670	AT4G04670.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04680	AT4G04680	AT4G04680.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G04692	AT4G04692	AT4G04692.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04692	AT4G04692	AT4G04692.2	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G04880	AT4G04880	AT4G04880.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT4G04925	AT4G04925	AT4G04925.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G04940	AT4G04940	AT4G04940.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G04972	AT4G04972	AT4G04972.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT4G04980	AT4G04980	AT4G04980.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G04985	AT4G04985	AT4G04985.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT4G04990	AT4G04990	AT4G04990.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT4G05070	AT4G05070	AT4G05070.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G05071	AT4G05071	AT4G05071.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT4G05073	AT4G05073	AT4G05073.1		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G05087	AT4G05087	AT4G05087.1	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G05090	AT4G05090	AT4G05090.1	protein_coding	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0
AT4G05091	AT4G05091	AT4G05091.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G05095	AT4G05095	AT4G05095.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G05136	AT4G05136	AT4G05136.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05145	AT4G05145	AT4G05145.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05350	AT4G05350	AT4G05350.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05360	AT4G05360	AT4G05360.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT4G05370	AT4G05370	AT4G05370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05475	AT4G05475	AT4G05475.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G05523	AT4G05523	AT4G05523.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT4G05526	AT4G05526	AT4G05526.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05560	AT4G05560	AT4G05560.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G05570	AT4G05570	AT4G05570.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G05575	AT4G05575	AT4G05575.1	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G05580	AT4G05580	AT4G05580.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G05585	AT4G05585	AT4G05585.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G05586	AT4G05586	AT4G05586.1		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT4G05587	AT4G05587	AT4G05587.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05588	AT4G05588	AT4G05588.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05589	AT4G05589	AT4G05589.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G05591	AT4G05591	AT4G05591.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
AT4G05592	AT4G05592	AT4G05592.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G05593	AT4G05593	AT4G05593.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G05595	AT4G05595	AT4G05595.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05597	AT4G05597	AT4G05597.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G05600	AT4G05600	AT4G05600.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G05616	AT4G05616	AT4G05616.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G05620	AT4G05620	AT4G05620.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G05918	AT4G05918	AT4G05918.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
AT4G06483	AT4G06483	AT4G06483.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G06484	AT4G06484	AT4G06484.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G06485	AT4G06485	AT4G06485.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G06517	AT4G06517	AT4G06517.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06518	AT4G06518	AT4G06518.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G06519	AT4G06519	AT4G06519.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06520	AT4G06520	AT4G06520.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06523	AT4G06523	AT4G06523.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G06524	AT4G06524	AT4G06524.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06529	AT4G06529	AT4G06529.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G06530	AT4G06530	AT4G06530.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
AT4G06531	AT4G06531	AT4G06531.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G06532	AT4G06532	AT4G06532.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G06537	AT4G06537	AT4G06537.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06538	AT4G06538	AT4G06538.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G06545	AT4G06545	AT4G06545.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06546	AT4G06546	AT4G06546.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06552	AT4G06552	AT4G06552.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06553	AT4G06553	AT4G06553.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G06563	AT4G06563	AT4G06563.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06564	AT4G06564	AT4G06564.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06565	AT4G06565	AT4G06565.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G06566	AT4G06566	AT4G06566.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06571	AT4G06571	AT4G06571.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G06572	AT4G06572	AT4G06572.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G06573	AT4G06573	AT4G06573.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G06591	AT4G06591	AT4G06591.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06592	AT4G06592	AT4G06592.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06593	AT4G06593	AT4G06593.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06595	AT4G06595	AT4G06595.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G06596	AT4G06596	AT4G06596.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G06597	AT4G06597	AT4G06597.1	pseudogene	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	3
AT4G06606	AT4G06606	AT4G06606.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06607	AT4G06607	AT4G06607.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06608	AT4G06608	AT4G06608.1	pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
AT4G06609	AT4G06609	AT4G06609.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06615	AT4G06615	AT4G06615.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06617	AT4G06617	AT4G06617.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06619	AT4G06619	AT4G06619.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06621	AT4G06621	AT4G06621.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06623	AT4G06623	AT4G06623.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06635	AT4G06635	AT4G06635.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
AT4G06656	AT4G06656	AT4G06656.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G06668	AT4G06668	AT4G06668.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06670	AT4G06670	AT4G06670.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06680	AT4G06680	AT4G06680.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G06682	AT4G06682	AT4G06682.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G06684	AT4G06684	AT4G06684.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G06686	AT4G06686	AT4G06686.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G06688	AT4G06688	AT4G06688.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06692	AT4G06692	AT4G06692.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G06694	AT4G06694	AT4G06694.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06700	AT4G06700	AT4G06700.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06702	AT4G06702	AT4G06702.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06722	AT4G06722	AT4G06722.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06724	AT4G06724	AT4G06724.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G06726	AT4G06726	AT4G06726.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06728	AT4G06728	AT4G06728.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06748	AT4G06748	AT4G06748.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G06750	AT4G06750	AT4G06750.1		0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0
AT4G07330	AT4G07330	AT4G07330.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G07331	AT4G07331	AT4G07331.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G07332	AT4G07332	AT4G07332.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G07334	AT4G07334	AT4G07334.1		0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	3
AT4G07336	AT4G07336	AT4G07336.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G07340	AT4G07340	AT4G07340.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT4G07350	AT4G07350	AT4G07350.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G07410	AT4G07410	AT4G07410.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G07410	AT4G07410	AT4G07410.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G07415	AT4G07415	AT4G07415.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G07440	AT4G07440	AT4G07440.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G07450	AT4G07450	AT4G07450.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G07452	AT4G07452	AT4G07452.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G07454	AT4G07454	AT4G07454.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G07470	AT4G07470	AT4G07470.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G07475	AT4G07475	AT4G07475.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT4G07480	AT4G07480	AT4G07480.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G07517	AT4G07517	AT4G07517.1		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G07518	AT4G07518	AT4G07518.1		0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
AT4G07540	AT4G07540	AT4G07540.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G07550	AT4G07550	AT4G07550.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G07780	AT4G07780	AT4G07780.1		0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
AT4G07786	AT4G07786	AT4G07786.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
AT4G07790	AT4G07790	AT4G07790.1		0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	5
AT4G07795	AT4G07795	AT4G07795.1		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
AT4G07825	AT4G07825	AT4G07825.1	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0
AT4G07830	AT4G07830	AT4G07830.1		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT4G07868	AT4G07868	AT4G07868.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G07869	AT4G07869	AT4G07869.1	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G07874	AT4G07874	AT4G07874.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G07965	AT4G07965	AT4G07965.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G07967	AT4G07967	AT4G07967.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
AT4G07970	AT4G07970	AT4G07970.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G08000	AT4G08000	AT4G08000.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08010	AT4G08010	AT4G08010.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08013	AT4G08013	AT4G08013.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08016	AT4G08016	AT4G08016.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G08020	AT4G08020	AT4G08020.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08032	AT4G08032	AT4G08032.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08035	AT4G08035	AT4G08035.1	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08035	AT4G08035	AT4G08035.2	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08072	AT4G08072	AT4G08072.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08073	AT4G08073	AT4G08073.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08074	AT4G08074	AT4G08074.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08076	AT4G08076	AT4G08076.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08108	AT4G08108	AT4G08108.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
AT4G08134	AT4G08134	AT4G08134.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08135	AT4G08135	AT4G08135.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08136	AT4G08136	AT4G08136.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08160	AT4G08160	AT4G08160.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08160	AT4G08160	AT4G08160.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08220	AT4G08220	AT4G08220.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT4G08230	AT4G08230	AT4G08230.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
AT4G08230	AT4G08230	AT4G08230.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
AT4G08262	AT4G08262	AT4G08262.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G08263	AT4G08263	AT4G08263.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08263	AT4G08263	AT4G08263.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08264	AT4G08264	AT4G08264.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT4G08267	AT4G08267	AT4G08267.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
AT4G08270	AT4G08270	AT4G08270.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
AT4G08275	AT4G08275	AT4G08275.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
AT4G08347	AT4G08347	AT4G08347.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08430	AT4G08430	AT4G08430.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT4G08510	AT4G08510	AT4G08510.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08520	AT4G08520	AT4G08520.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08690	AT4G08690	AT4G08690.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08690	AT4G08690	AT4G08690.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT4G08691	AT4G08691	AT4G08691.1	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1
AT4G08692	AT4G08692	AT4G08692.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G08710	AT4G08710	AT4G08710.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08720	AT4G08720	AT4G08720.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT4G08730	AT4G08730	AT4G08730.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G08765	AT4G08765	AT4G08765.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
